Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SJW,SJW Group,64.6,$1.84B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",21.42,$14.11B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",29.32,$4.63B,1999,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,30.34,$1.72B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sky
SLG,SL Green Realty Corp,47.23,$3.46B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,25.91,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/slg^i
WORK,"Slack Technologies, Inc.",29.98,$16.9B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/work
SM,SM Energy Company,2.61,$298.74M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,48.1,$5.76B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smar
SNN,"Smith & Nephew SNATS, Inc.",40.2,$17.6B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/snn
SNAP,Snap Inc.,21.83,$32.07B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,148.87,$8.11B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sna
IPOB,Social Capital Hedosophia Holdings Corp. II,10.78,$557.87M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipob
IPOB.U,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipob.u
IPOB.WS,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipob.ws
IPOC,Social Capital Hedosophia Holdings Corp. III,10.39,$1.08B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipoc
IPOC.U,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.u
IPOC.WS,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.ws
SQM,Sociedad Quimica y Minera S.A.,32.24,$8.49B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,8.58,$3.32B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",7.65,$346.28M,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/soi
SWI,SolarWinds Corporation,19.99,$6.24B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/swi
SAH,"Sonic Automotive, Inc.",44.02,$1.88B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/sah
SON,Sonoco Products Company,53.2,$5.34B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/son
SNE,Sony Corp Ord,79.41,$96.99B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne
SOS,SOS Limited,1.88,$25.47M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sos
SOR,"Source Capital, Inc.",36.95,$313.21M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",23.45,$2.36B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sji
SJIJ,"South Jersey Industries, Inc.",25.95,n/a,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjij
SJIU,"South Jersey Industries, Inc.",39.9749,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjiu
SCE^G,Southern California Edison Company,24.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,23.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,23.2463,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,23.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^l
SO,Southern Company (The),52.25,$55.18B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so
SOJA,Southern Company (The),25.55,n/a,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soja
SOJB,Southern Company (The),26.31,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),27.26,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojc
SOJD,Southern Company (The),26.7,n/a,2020,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojd
SOLN,Southern Company (The),45.16,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soln
SCCO,Southern Copper Corporation,46.5,$35.95B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,34.46,$20.33B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",65.79,$3.68B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,2.66,$1.44B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/swn
SPAQ,Spartan Energy Acquisition Corp,12.16,$839.04M,2018,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spaq.ws
SPE,Special Opportunities Fund Inc.,12.46,$105.92M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.232,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe^b
SPB           ,"Spectrum Brands Holdings, Inc.",58.33,$2.51B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spb
SR,Spire Inc.,59.28,$3.05B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sr
SR^A,Spire Inc.,28.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sr^a
SPR,"Spirit Aerosystems Holdings, Inc.",20.52,$2.17B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/spr
SAVE,"Spirit Airlines, Inc.",17.21,$1.53B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save
SRC,"Spirit Realty Capital, Inc.",35.1,$3.62B,2013,Consumer Services,Building operators,https://old.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",26.03,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/src^a
SPOT,Spotify Technology S.A.,269.33,$50.46B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/spot
SRLP,Sprague Resources LP,15.15,$347.28M,2013,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/srlp
SII,Sprott Inc.,40.59,$994.53M,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sii
SPXC,SPX Corporation,42.49,$1.9B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",44.44,$1.89B,2015,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/flow
SQ,"Square, Inc.",155.86,$69.13B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),22.25,$1.31B,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/joe
STAG,"Stag Industrial, Inc.",32.22,$4.81B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag
STAG^C,"Stag Industrial, Inc.",26.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stag^c
SMP,"Standard Motor Products, Inc.",45.66,$1.02B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp
SXI,Standex International Corporation,58.37,$724.34M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sxi
SWK,"Stanley Black & Decker, Inc.",158.15,$25.25B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swk
SWT,"Stanley Black & Decker, Inc.",98.45,n/a,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swt
STN,Stantec Inc,31.85,$3.56B,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn
SGU,"Star Group, L.P.",9.65,$422.1M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu
STPK.U,Star Peak Energy Transition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/stpk.u
SRT,"StarTek, Inc.",5.18,$208.66M,1997,Technology,Professional Services,https://old.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",15.51,$4.41B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stwd
STT,State Street Corporation,67.93,$23.94B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stt
STT^D,State Street Corporation,28.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^d
STT^G,State Street Corporation,28.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^g
SPLP,Steel Partners Holdings LP,7.32,$182.62M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,17.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/splp^a
SCS,Steelcase Inc.,10.95,$1.26B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs
SCA,Stellus Capital Investment Corporation,24.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sca
SCM,Stellus Capital Investment Corporation,8.3,$161.73M,2012,n/a,n/a,https://old.nasdaq.com/symbol/scm
SCL,Stepan Company,115.59,$2.59B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl
STE,STERIS plc,154.66,$13.15B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste
STL,Sterling Bancorp,11.57,$2.25B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl
STL^A,Sterling Bancorp,26.3,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl^a
STC,Stewart Information Services Corporation,41.44,$1.11B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,49.81,$3.41B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,26.38,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf^a
SF^B,Stifel Financial Corporation,27.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^b
SF^C,Stifel Financial Corporation,27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^c
SFB,Stifel Financial Corporation,26.74,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb
STM,STMicroelectronics N.V.,28.75,$25.66B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/stm
EDF,Stone Harbor Emerging Markets Income Fund,7.08,$117.4M,2010,n/a,n/a,https://old.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,7.84,$77.28M,2012,n/a,n/a,https://old.nasdaq.com/symbol/edi
STON,StoneMor Inc.,0.794,$93.55M,2004,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",21.03,$567.88M,1997,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,25.86,$6.55B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor
GJH,STRATS Trust,10.1,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjh
GJO,STRATS Trust,22.5,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjo
GJS,STRATS Trust,19.53,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,187.86,$70.56B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk
MSC,Studio City International Holdings Limited,16.97,$1.33B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc
RGR,"Sturm, Ruger & Company, Inc.",74.77,$1.31B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",13.12,$815.36M,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,5.74,$39.31B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",5.84,$617.27M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/inn
INN^D,"Summit Hotel Properties, Inc.",22,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^d
INN^E,"Summit Hotel Properties, Inc.",21.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^e
SUM,"Summit Materials, Inc.",15.83,$1.81B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",0.8595,$48.03M,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",145.03,$14.25B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
SLF,Sun Life Financial Inc.,42.4,$24.79B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf
SXC,"SunCoke Energy, Inc.",3.13,$259.06M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,16.29,$24.84B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
STG,Sunlands Technology Group,1.63,$274.21M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
NOVA,Sunnova Energy International Inc.,23.35,$1.99B,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova
SUN,Sunoco LP,27.22,$2.26B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",7.87,$1.7B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",24.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",24.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^f
SPN,"Superior Energy Services, Inc.",1.08,$16.01M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",1.78,$45.55M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SOAC,Sustainable Opportunities Acquisition Corp.,9.74,$365.25M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/soac
SOAC.U,Sustainable Opportunities Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/soac.u
SOAC.WS,Sustainable Opportunities Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/soac.ws
SUZ,Suzano S.A.,9.39,$12.67B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.3,$110.07M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",17.21,$4.14B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch
SBE,Switchback Energy Acquisition Corporation,10.25,$402.46M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/sbe
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws
SYF,Synchrony Financial,23.94,$13.98B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf
SYF^A,Synchrony Financial,24.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/syf^a
SNX,Synnex Corporation,123.24,$6.35B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,20.71,$3.05B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,25.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^d
SNV^E,Synovus Financial Corp.,25.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^e
GJP,"Synthetic Fixed-Income Securities, Inc.",24.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",24.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",19.8,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjt
SYY,Sysco Corporation,57.93,$29.44B,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy
SYX,Systemax Inc.,22.67,$849.78M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx
TWN,"Taiwan Fund, Inc. (The)",23.75,$177.67M,1986,n/a,n/a,https://old.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,76.81,$398.34B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm
TAK,Takeda Pharmaceutical Company Limited,18.91,$59.62B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak
TAL,TAL Education Group,72.98,$43.82B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal
TALO,"Talos Energy, Inc.",7.7,$562.22M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo
SKT,"Tanger Factory Outlet Centers, Inc.",5.87,$548.68M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt
TPR,"Tapestry, Inc.",14.36,$3.97B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tpr
NGLS^A,Targa Resources Partners LP,24.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",18.56,$4.33B,2010,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp
TGT,Target Corporation,152.24,$76.12B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,62.66,$2.4B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,8.22,$5.91B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",37.75,$2.33B,1992,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",22.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",21.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,24.81,$3.22B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc
TRP,TC Energy Corporation,49.25,$46.3B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trp
TCP,"TC PipeLines, LP",32.9,$2.35B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp
TSI,"TCW Strategic Income Fund, Inc.",5.845,$279.08M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,92.39,$30.49B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel
TISI,"Team, Inc.",5.92,$181.32M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi
FTI,TechnipFMC plc,7.72,$3.47B,n/a,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fti
TECK,Teck Resources Ltd,11.86,$6.3B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck
TK,Teekay Corporation,2.72,$275.01M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,11.83,$1.03B,2005,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,24.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,24.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^b
TNK,Teekay Tankers Ltd.,13.05,$440.28M,2007,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tnk
TGNA,TEGNA Inc.,12.19,$2.67B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,15.08,$395.54M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,21.41,$922.41M,1987,n/a,n/a,https://old.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,18.32,$757.36M,2014,n/a,n/a,https://old.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,17.95,$421.73M,1992,n/a,n/a,https://old.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,14.77,$444.61M,2015,n/a,n/a,https://old.nasdaq.com/symbol/thw
TDOC,"Teladoc Health, Inc.",218.41,$17.83B,2015,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc
TEO,Telecom Argentina Stet - France Telecom S.A.,7.49,$3.23B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo
TDY,Teledyne Technologies Incorporated,313.24,$11.55B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,370.75,$17.25B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,8.85,$14.94B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/viv
TEF,Telefonica SA,4.15,$21.79B,1988,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tef
TDA,"Telephone and Data Systems, Inc.",25.2293,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",25.166,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tde
